,model,displacement,J,postprocessing applied,postprocessed run names
runJS0000000,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",-800,['trim'],['runJS0000000trim']
runJS0000001,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",-800,['trim'],['runJS0000001trim']
runJS0000002,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",-800,['trim'],['runJS0000002trim']
runJS0000003,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",-800,['trim'],['runJS0000003trim']
runJS0000004,Frenkel exciton dimer,"{'1': '0.4', '2': '0.4'}",-800,['trim'],['runJS0000004trim']
runJS0000005,Frenkel exciton dimer,"{'1': '0.5', '2': '0'}",-800,['trim'],['runJS0000005trim']
runJS0000006,Frenkel exciton dimer,"{'1': '0.5', '2': '0.1'}",-800,['trim'],['runJS0000006trim']
runJS0000007,Frenkel exciton dimer,"{'1': '0.5', '2': '0.2'}",-800,['trim'],['runJS0000007trim']
runJS0000008,Frenkel exciton dimer,"{'1': '0.5', '2': '0.3'}",-800,['trim'],['runJS0000008trim']
runJS0000009,Frenkel exciton dimer,"{'1': '0.5', '2': '0.4'}",-800,['trim'],['runJS0000009trim']
runJS0000010,Frenkel exciton dimer,"{'1': '0.6', '2': '0'}",-800,['trim'],['runJS0000010trim']
runJS0000011,Frenkel exciton dimer,"{'1': '0.6', '2': '0.1'}",-800,['trim'],['runJS0000011trim']
runJS0000012,Frenkel exciton dimer,"{'1': '0.6', '2': '0.2'}",-800,['trim'],['runJS0000012trim']
runJS0000013,Frenkel exciton dimer,"{'1': '0.6', '2': '0.3'}",-800,['trim'],['runJS0000013trim']
runJS0000014,Frenkel exciton dimer,"{'1': '0.6', '2': '0.4'}",-800,['trim'],['runJS0000014trim']
runJS0000015,Frenkel exciton dimer,"{'1': '0.7', '2': '0'}",-800,['trim'],['runJS0000015trim']
runJS0000016,Frenkel exciton dimer,"{'1': '0.7', '2': '0.1'}",-800,['trim'],['runJS0000016trim']
runJS0000017,Frenkel exciton dimer,"{'1': '0.7', '2': '0.2'}",-800,['trim'],['runJS0000017trim']
runJS0000018,Frenkel exciton dimer,"{'1': '0.7', '2': '0.3'}",-800,['trim'],['runJS0000018trim']
runJS0000019,Frenkel exciton dimer,"{'1': '0.7', '2': '0.4'}",-800,['trim'],['runJS0000019trim']
runJS0000020,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",-700,['trim'],['runJS0000020trim']
runJS0000021,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",-700,['trim'],['runJS0000021trim']
runJS0000022,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",-700,['trim'],['runJS0000022trim']
runJS0000023,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",-700,['trim'],['runJS0000023trim']
runJS0000024,Frenkel exciton dimer,"{'1': '0.4', '2': '0.4'}",-700,['trim'],['runJS0000024trim']
runJS0000025,Frenkel exciton dimer,"{'1': '0.5', '2': '0'}",-700,['trim'],['runJS0000025trim']
runJS0000026,Frenkel exciton dimer,"{'1': '0.5', '2': '0.1'}",-700,['trim'],['runJS0000026trim']
runJS0000027,Frenkel exciton dimer,"{'1': '0.5', '2': '0.2'}",-700,['trim'],['runJS0000027trim']
runJS0000028,Frenkel exciton dimer,"{'1': '0.5', '2': '0.3'}",-700,['trim'],['runJS0000028trim']
runJS0000029,Frenkel exciton dimer,"{'1': '0.5', '2': '0.4'}",-700,['trim'],['runJS0000029trim']
runJS0000030,Frenkel exciton dimer,"{'1': '0.6', '2': '0'}",-700,['trim'],['runJS0000030trim']
runJS0000031,Frenkel exciton dimer,"{'1': '0.6', '2': '0.1'}",-700,['trim'],['runJS0000031trim']
runJS0000032,Frenkel exciton dimer,"{'1': '0.6', '2': '0.2'}",-700,['trim'],['runJS0000032trim']
runJS0000033,Frenkel exciton dimer,"{'1': '0.6', '2': '0.3'}",-700,['trim'],['runJS0000033trim']
runJS0000034,Frenkel exciton dimer,"{'1': '0.6', '2': '0.4'}",-700,['trim'],['runJS0000034trim']
runJS0000035,Frenkel exciton dimer,"{'1': '0.7', '2': '0'}",-700,['trim'],['runJS0000035trim']
runJS0000036,Frenkel exciton dimer,"{'1': '0.7', '2': '0.1'}",-700,['trim'],['runJS0000036trim']
runJS0000037,Frenkel exciton dimer,"{'1': '0.7', '2': '0.2'}",-700,['trim'],['runJS0000037trim']
runJS0000038,Frenkel exciton dimer,"{'1': '0.7', '2': '0.3'}",-700,['trim'],['runJS0000038trim']
runJS0000039,Frenkel exciton dimer,"{'1': '0.7', '2': '0.4'}",-700,['trim'],['runJS0000039trim']
runJS0000040,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",-600,['trim'],['runJS0000040trim']
runJS0000041,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",-600,['trim'],['runJS0000041trim']
runJS0000042,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",-600,['trim'],['runJS0000042trim']
runJS0000043,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",-600,['trim'],['runJS0000043trim']
runJS0000044,Frenkel exciton dimer,"{'1': '0.4', '2': '0.4'}",-600,['trim'],['runJS0000044trim']
runJS0000045,Frenkel exciton dimer,"{'1': '0.5', '2': '0'}",-600,['trim'],['runJS0000045trim']
runJS0000046,Frenkel exciton dimer,"{'1': '0.5', '2': '0.1'}",-600,['trim'],['runJS0000046trim']
runJS0000047,Frenkel exciton dimer,"{'1': '0.5', '2': '0.2'}",-600,['trim'],['runJS0000047trim']
runJS0000048,Frenkel exciton dimer,"{'1': '0.5', '2': '0.3'}",-600,['trim'],['runJS0000048trim']
runJS0000049,Frenkel exciton dimer,"{'1': '0.5', '2': '0.4'}",-600,['trim'],['runJS0000049trim']
runJS0000050,Frenkel exciton dimer,"{'1': '0.6', '2': '0'}",-600,['trim'],['runJS0000050trim']
runJS0000051,Frenkel exciton dimer,"{'1': '0.6', '2': '0.1'}",-600,['trim'],['runJS0000051trim']
runJS0000052,Frenkel exciton dimer,"{'1': '0.6', '2': '0.2'}",-600,['trim'],['runJS0000052trim']
runJS0000053,Frenkel exciton dimer,"{'1': '0.6', '2': '0.3'}",-600,['trim'],['runJS0000053trim']
runJS0000054,Frenkel exciton dimer,"{'1': '0.6', '2': '0.4'}",-600,['trim'],['runJS0000054trim']
runJS0000055,Frenkel exciton dimer,"{'1': '0.7', '2': '0'}",-600,['trim'],['runJS0000055trim']
runJS0000056,Frenkel exciton dimer,"{'1': '0.7', '2': '0.1'}",-600,['trim'],['runJS0000056trim']
runJS0000057,Frenkel exciton dimer,"{'1': '0.7', '2': '0.2'}",-600,['trim'],['runJS0000057trim']
runJS0000058,Frenkel exciton dimer,"{'1': '0.7', '2': '0.3'}",-600,['trim'],['runJS0000058trim']
runJS0000059,Frenkel exciton dimer,"{'1': '0.7', '2': '0.4'}",-600,['trim'],['runJS0000059trim']
runJS0000060,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",-500,['trim'],['runJS0000060trim']
runJS0000061,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",-500,['trim'],['runJS0000061trim']
runJS0000062,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",-500,['trim'],['runJS0000062trim']
runJS0000063,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",-500,['trim'],['runJS0000063trim']
runJS0000064,Frenkel exciton dimer,"{'1': '0.4', '2': '0.4'}",-500,['trim'],['runJS0000064trim']
runJS0000065,Frenkel exciton dimer,"{'1': '0.5', '2': '0'}",-500,['trim'],['runJS0000065trim']
runJS0000066,Frenkel exciton dimer,"{'1': '0.5', '2': '0.1'}",-500,['trim'],['runJS0000066trim']
runJS0000067,Frenkel exciton dimer,"{'1': '0.5', '2': '0.2'}",-500,['trim'],['runJS0000067trim']
runJS0000068,Frenkel exciton dimer,"{'1': '0.5', '2': '0.3'}",-500,['trim'],['runJS0000068trim']
runJS0000069,Frenkel exciton dimer,"{'1': '0.5', '2': '0.4'}",-500,['trim'],['runJS0000069trim']
runJS0000070,Frenkel exciton dimer,"{'1': '0.6', '2': '0'}",-500,['trim'],['runJS0000070trim']
runJS0000071,Frenkel exciton dimer,"{'1': '0.6', '2': '0.1'}",-500,['trim'],['runJS0000071trim']
runJS0000072,Frenkel exciton dimer,"{'1': '0.6', '2': '0.2'}",-500,['trim'],['runJS0000072trim']
runJS0000073,Frenkel exciton dimer,"{'1': '0.6', '2': '0.3'}",-500,['trim'],['runJS0000073trim']
runJS0000074,Frenkel exciton dimer,"{'1': '0.6', '2': '0.4'}",-500,['trim'],['runJS0000074trim']
runJS0000075,Frenkel exciton dimer,"{'1': '0.7', '2': '0'}",-500,['trim'],['runJS0000075trim']
runJS0000076,Frenkel exciton dimer,"{'1': '0.7', '2': '0.1'}",-500,['trim'],['runJS0000076trim']
runJS0000077,Frenkel exciton dimer,"{'1': '0.7', '2': '0.2'}",-500,['trim'],['runJS0000077trim']
runJS0000078,Frenkel exciton dimer,"{'1': '0.7', '2': '0.3'}",-500,['trim'],['runJS0000078trim']
runJS0000079,Frenkel exciton dimer,"{'1': '0.7', '2': '0.4'}",-500,['trim'],['runJS0000079trim']
runJS0000080,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",-400,['trim'],['runJS0000080trim']
runJS0000081,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",-400,['trim'],['runJS0000081trim']
runJS0000082,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",-400,['trim'],['runJS0000082trim']
runJS0000083,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",-400,['trim'],['runJS0000083trim']
runJS0000084,Frenkel exciton dimer,"{'1': '0.4', '2': '0.4'}",-400,['trim'],['runJS0000084trim']
runJS0000085,Frenkel exciton dimer,"{'1': '0.5', '2': '0'}",-400,['trim'],['runJS0000085trim']
runJS0000086,Frenkel exciton dimer,"{'1': '0.5', '2': '0.1'}",-400,['trim'],['runJS0000086trim']
runJS0000087,Frenkel exciton dimer,"{'1': '0.5', '2': '0.2'}",-400,['trim'],['runJS0000087trim']
runJS0000088,Frenkel exciton dimer,"{'1': '0.5', '2': '0.3'}",-400,['trim'],['runJS0000088trim']
runJS0000089,Frenkel exciton dimer,"{'1': '0.5', '2': '0.4'}",-400,['trim'],['runJS0000089trim']
runJS0000090,Frenkel exciton dimer,"{'1': '0.6', '2': '0'}",-400,['trim'],['runJS0000090trim']
runJS0000091,Frenkel exciton dimer,"{'1': '0.6', '2': '0.1'}",-400,['trim'],['runJS0000091trim']
runJS0000092,Frenkel exciton dimer,"{'1': '0.6', '2': '0.2'}",-400,['trim'],['runJS0000092trim']
runJS0000093,Frenkel exciton dimer,"{'1': '0.6', '2': '0.3'}",-400,['trim'],['runJS0000093trim']
runJS0000094,Frenkel exciton dimer,"{'1': '0.6', '2': '0.4'}",-400,['trim'],['runJS0000094trim']
runJS0000095,Frenkel exciton dimer,"{'1': '0.7', '2': '0'}",-400,['trim'],['runJS0000095trim']
runJS0000096,Frenkel exciton dimer,"{'1': '0.7', '2': '0.1'}",-400,['trim'],['runJS0000096trim']
runJS0000097,Frenkel exciton dimer,"{'1': '0.7', '2': '0.2'}",-400,['trim'],['runJS0000097trim']
runJS0000098,Frenkel exciton dimer,"{'1': '0.7', '2': '0.3'}",-400,['trim'],['runJS0000098trim']
runJS0000099,Frenkel exciton dimer,"{'1': '0.7', '2': '0.4'}",-400,['trim'],['runJS0000099trim']
runJS0000100,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",-300,['trim'],['runJS0000100trim']
runJS0000101,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",-300,['trim'],['runJS0000101trim']
runJS0000102,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",-300,['trim'],['runJS0000102trim']
runJS0000103,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",-300,['trim'],['runJS0000103trim']
runJS0000104,Frenkel exciton dimer,"{'1': '0.4', '2': '0.4'}",-300,['trim'],['runJS0000104trim']
runJS0000105,Frenkel exciton dimer,"{'1': '0.5', '2': '0'}",-300,['trim'],['runJS0000105trim']
runJS0000106,Frenkel exciton dimer,"{'1': '0.5', '2': '0.1'}",-300,['trim'],['runJS0000106trim']
runJS0000107,Frenkel exciton dimer,"{'1': '0.5', '2': '0.2'}",-300,['trim'],['runJS0000107trim']
runJS0000108,Frenkel exciton dimer,"{'1': '0.5', '2': '0.3'}",-300,['trim'],['runJS0000108trim']
runJS0000109,Frenkel exciton dimer,"{'1': '0.5', '2': '0.4'}",-300,['trim'],['runJS0000109trim']
runJS0000110,Frenkel exciton dimer,"{'1': '0.6', '2': '0'}",-300,['trim'],['runJS0000110trim']
runJS0000111,Frenkel exciton dimer,"{'1': '0.6', '2': '0.1'}",-300,['trim'],['runJS0000111trim']
runJS0000112,Frenkel exciton dimer,"{'1': '0.6', '2': '0.2'}",-300,['trim'],['runJS0000112trim']
runJS0000113,Frenkel exciton dimer,"{'1': '0.6', '2': '0.3'}",-300,['trim'],['runJS0000113trim']
runJS0000114,Frenkel exciton dimer,"{'1': '0.6', '2': '0.4'}",-300,['trim'],['runJS0000114trim']
runJS0000115,Frenkel exciton dimer,"{'1': '0.7', '2': '0'}",-300,['trim'],['runJS0000115trim']
runJS0000116,Frenkel exciton dimer,"{'1': '0.7', '2': '0.1'}",-300,['trim'],['runJS0000116trim']
runJS0000117,Frenkel exciton dimer,"{'1': '0.7', '2': '0.2'}",-300,['trim'],['runJS0000117trim']
runJS0000118,Frenkel exciton dimer,"{'1': '0.7', '2': '0.3'}",-300,['trim'],['runJS0000118trim']
runJS0000119,Frenkel exciton dimer,"{'1': '0.7', '2': '0.4'}",-300,['trim'],['runJS0000119trim']
runJS0000120,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",-200,['trim'],['runJS0000120trim']
runJS0000121,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",-200,['trim'],['runJS0000121trim']
runJS0000122,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",-200,['trim'],['runJS0000122trim']
runJS0000123,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",-200,['trim'],['runJS0000123trim']
runJS0000124,Frenkel exciton dimer,"{'1': '0.4', '2': '0.4'}",-200,['trim'],['runJS0000124trim']
runJS0000125,Frenkel exciton dimer,"{'1': '0.5', '2': '0'}",-200,['trim'],['runJS0000125trim']
runJS0000126,Frenkel exciton dimer,"{'1': '0.5', '2': '0.1'}",-200,['trim'],['runJS0000126trim']
runJS0000127,Frenkel exciton dimer,"{'1': '0.5', '2': '0.2'}",-200,['trim'],['runJS0000127trim']
runJS0000128,Frenkel exciton dimer,"{'1': '0.5', '2': '0.3'}",-200,['trim'],['runJS0000128trim']
runJS0000129,Frenkel exciton dimer,"{'1': '0.5', '2': '0.4'}",-200,['trim'],['runJS0000129trim']
runJS0000130,Frenkel exciton dimer,"{'1': '0.6', '2': '0'}",-200,['trim'],['runJS0000130trim']
runJS0000131,Frenkel exciton dimer,"{'1': '0.6', '2': '0.1'}",-200,['trim'],['runJS0000131trim']
runJS0000132,Frenkel exciton dimer,"{'1': '0.6', '2': '0.2'}",-200,['trim'],['runJS0000132trim']
runJS0000133,Frenkel exciton dimer,"{'1': '0.6', '2': '0.3'}",-200,['trim'],['runJS0000133trim']
runJS0000134,Frenkel exciton dimer,"{'1': '0.6', '2': '0.4'}",-200,['trim'],['runJS0000134trim']
runJS0000135,Frenkel exciton dimer,"{'1': '0.7', '2': '0'}",-200,['trim'],['runJS0000135trim']
runJS0000136,Frenkel exciton dimer,"{'1': '0.7', '2': '0.1'}",-200,['trim'],['runJS0000136trim']
runJS0000137,Frenkel exciton dimer,"{'1': '0.7', '2': '0.2'}",-200,['trim'],['runJS0000137trim']
runJS0000138,Frenkel exciton dimer,"{'1': '0.7', '2': '0.3'}",-200,['trim'],['runJS0000138trim']
runJS0000139,Frenkel exciton dimer,"{'1': '0.7', '2': '0.4'}",-200,['trim'],['runJS0000139trim']
runJS0000140,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",-100,['trim'],['runJS0000140trim']
runJS0000141,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",-100,['trim'],['runJS0000141trim']
runJS0000142,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",-100,['trim'],['runJS0000142trim']
runJS0000143,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",-100,['trim'],['runJS0000143trim']
runJS0000144,Frenkel exciton dimer,"{'1': '0.4', '2': '0.4'}",-100,['trim'],['runJS0000144trim']
runJS0000145,Frenkel exciton dimer,"{'1': '0.5', '2': '0'}",-100,['trim'],['runJS0000145trim']
runJS0000146,Frenkel exciton dimer,"{'1': '0.5', '2': '0.1'}",-100,['trim'],['runJS0000146trim']
runJS0000147,Frenkel exciton dimer,"{'1': '0.5', '2': '0.2'}",-100,['trim'],['runJS0000147trim']
runJS0000148,Frenkel exciton dimer,"{'1': '0.5', '2': '0.3'}",-100,['trim'],['runJS0000148trim']
runJS0000149,Frenkel exciton dimer,"{'1': '0.5', '2': '0.4'}",-100,['trim'],['runJS0000149trim']
runJS0000150,Frenkel exciton dimer,"{'1': '0.6', '2': '0'}",-100,['trim'],['runJS0000150trim']
runJS0000151,Frenkel exciton dimer,"{'1': '0.6', '2': '0.1'}",-100,['trim'],['runJS0000151trim']
runJS0000152,Frenkel exciton dimer,"{'1': '0.6', '2': '0.2'}",-100,['trim'],['runJS0000152trim']
runJS0000153,Frenkel exciton dimer,"{'1': '0.6', '2': '0.3'}",-100,['trim'],['runJS0000153trim']
runJS0000154,Frenkel exciton dimer,"{'1': '0.6', '2': '0.4'}",-100,['trim'],['runJS0000154trim']
runJS0000155,Frenkel exciton dimer,"{'1': '0.7', '2': '0'}",-100,['trim'],['runJS0000155trim']
runJS0000156,Frenkel exciton dimer,"{'1': '0.7', '2': '0.1'}",-100,['trim'],['runJS0000156trim']
runJS0000157,Frenkel exciton dimer,"{'1': '0.7', '2': '0.2'}",-100,['trim'],['runJS0000157trim']
runJS0000158,Frenkel exciton dimer,"{'1': '0.7', '2': '0.3'}",-100,['trim'],['runJS0000158trim']
runJS0000159,Frenkel exciton dimer,"{'1': '0.7', '2': '0.4'}",-100,['trim'],['runJS0000159trim']
runJS0000160,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",0,['trim'],['runJS0000160trim']
runJS0000161,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",0,['trim'],['runJS0000161trim']
runJS0000162,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",0,['trim'],['runJS0000162trim']
runJS0000163,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",0,['trim'],['runJS0000163trim']
runJS0000164,Frenkel exciton dimer,"{'1': '0.4', '2': '0.4'}",0,['trim'],['runJS0000164trim']
runJS0000165,Frenkel exciton dimer,"{'1': '0.5', '2': '0'}",0,['trim'],['runJS0000165trim']
runJS0000166,Frenkel exciton dimer,"{'1': '0.5', '2': '0.1'}",0,['trim'],['runJS0000166trim']
runJS0000167,Frenkel exciton dimer,"{'1': '0.5', '2': '0.2'}",0,['trim'],['runJS0000167trim']
runJS0000168,Frenkel exciton dimer,"{'1': '0.5', '2': '0.3'}",0,['trim'],['runJS0000168trim']
runJS0000169,Frenkel exciton dimer,"{'1': '0.5', '2': '0.4'}",0,['trim'],['runJS0000169trim']
runJS0000170,Frenkel exciton dimer,"{'1': '0.6', '2': '0'}",0,['trim'],['runJS0000170trim']
runJS0000171,Frenkel exciton dimer,"{'1': '0.6', '2': '0.1'}",0,['trim'],['runJS0000171trim']
runJS0000172,Frenkel exciton dimer,"{'1': '0.6', '2': '0.2'}",0,['trim'],['runJS0000172trim']
runJS0000173,Frenkel exciton dimer,"{'1': '0.6', '2': '0.3'}",0,['trim'],['runJS0000173trim']
runJS0000174,Frenkel exciton dimer,"{'1': '0.6', '2': '0.4'}",0,['trim'],['runJS0000174trim']
runJS0000175,Frenkel exciton dimer,"{'1': '0.7', '2': '0'}",0,['trim'],['runJS0000175trim']
runJS0000176,Frenkel exciton dimer,"{'1': '0.7', '2': '0.1'}",0,['trim'],['runJS0000176trim']
runJS0000177,Frenkel exciton dimer,"{'1': '0.7', '2': '0.2'}",0,['trim'],['runJS0000177trim']
runJS0000178,Frenkel exciton dimer,"{'1': '0.7', '2': '0.3'}",0,['trim'],['runJS0000178trim']
runJS0000179,Frenkel exciton dimer,"{'1': '0.7', '2': '0.4'}",0,['trim'],['runJS0000179trim']
runJS0000180,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",100,['trim'],['runJS0000180trim']
runJS0000181,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",100,['trim'],['runJS0000181trim']
runJS0000182,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",100,['trim'],['runJS0000182trim']
runJS0000183,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",100,['trim'],['runJS0000183trim']
runJS0000184,Frenkel exciton dimer,"{'1': '0.4', '2': '0.4'}",100,['trim'],['runJS0000184trim']
runJS0000185,Frenkel exciton dimer,"{'1': '0.5', '2': '0'}",100,['trim'],['runJS0000185trim']
runJS0000186,Frenkel exciton dimer,"{'1': '0.5', '2': '0.1'}",100,['trim'],['runJS0000186trim']
runJS0000187,Frenkel exciton dimer,"{'1': '0.5', '2': '0.2'}",100,['trim'],['runJS0000187trim']
runJS0000188,Frenkel exciton dimer,"{'1': '0.5', '2': '0.3'}",100,['trim'],['runJS0000188trim']
runJS0000189,Frenkel exciton dimer,"{'1': '0.5', '2': '0.4'}",100,['trim'],['runJS0000189trim']
runJS0000190,Frenkel exciton dimer,"{'1': '0.6', '2': '0'}",100,['trim'],['runJS0000190trim']
runJS0000191,Frenkel exciton dimer,"{'1': '0.6', '2': '0.1'}",100,['trim'],['runJS0000191trim']
runJS0000192,Frenkel exciton dimer,"{'1': '0.6', '2': '0.2'}",100,['trim'],['runJS0000192trim']
runJS0000193,Frenkel exciton dimer,"{'1': '0.6', '2': '0.3'}",100,['trim'],['runJS0000193trim']
runJS0000194,Frenkel exciton dimer,"{'1': '0.6', '2': '0.4'}",100,['trim'],['runJS0000194trim']
runJS0000195,Frenkel exciton dimer,"{'1': '0.7', '2': '0'}",100,['trim'],['runJS0000195trim']
runJS0000196,Frenkel exciton dimer,"{'1': '0.7', '2': '0.1'}",100,['trim'],['runJS0000196trim']
runJS0000197,Frenkel exciton dimer,"{'1': '0.7', '2': '0.2'}",100,['trim'],['runJS0000197trim']
runJS0000198,Frenkel exciton dimer,"{'1': '0.7', '2': '0.3'}",100,['trim'],['runJS0000198trim']
runJS0000199,Frenkel exciton dimer,"{'1': '0.7', '2': '0.4'}",100,['trim'],['runJS0000199trim']
runJS0000200,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",200,['trim'],['runJS0000200trim']
runJS0000201,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",200,['trim'],['runJS0000201trim']
runJS0000202,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",200,['trim'],['runJS0000202trim']
runJS0000203,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",200,['trim'],['runJS0000203trim']
runJS0000204,Frenkel exciton dimer,"{'1': '0.4', '2': '0.4'}",200,['trim'],['runJS0000204trim']
runJS0000205,Frenkel exciton dimer,"{'1': '0.5', '2': '0'}",200,['trim'],['runJS0000205trim']
runJS0000206,Frenkel exciton dimer,"{'1': '0.5', '2': '0.1'}",200,['trim'],['runJS0000206trim']
runJS0000207,Frenkel exciton dimer,"{'1': '0.5', '2': '0.2'}",200,['trim'],['runJS0000207trim']
runJS0000208,Frenkel exciton dimer,"{'1': '0.5', '2': '0.3'}",200,['trim'],['runJS0000208trim']
runJS0000209,Frenkel exciton dimer,"{'1': '0.5', '2': '0.4'}",200,['trim'],['runJS0000209trim']
runJS0000210,Frenkel exciton dimer,"{'1': '0.6', '2': '0'}",200,['trim'],['runJS0000210trim']
runJS0000211,Frenkel exciton dimer,"{'1': '0.6', '2': '0.1'}",200,['trim'],['runJS0000211trim']
runJS0000212,Frenkel exciton dimer,"{'1': '0.6', '2': '0.2'}",200,['trim'],['runJS0000212trim']
runJS0000213,Frenkel exciton dimer,"{'1': '0.6', '2': '0.3'}",200,['trim'],['runJS0000213trim']
runJS0000214,Frenkel exciton dimer,"{'1': '0.6', '2': '0.4'}",200,['trim'],['runJS0000214trim']
runJS0000215,Frenkel exciton dimer,"{'1': '0.7', '2': '0'}",200,['trim'],['runJS0000215trim']
runJS0000216,Frenkel exciton dimer,"{'1': '0.7', '2': '0.1'}",200,['trim'],['runJS0000216trim']
runJS0000217,Frenkel exciton dimer,"{'1': '0.7', '2': '0.2'}",200,['trim'],['runJS0000217trim']
runJS0000218,Frenkel exciton dimer,"{'1': '0.7', '2': '0.3'}",200,['trim'],['runJS0000218trim']
runJS0000219,Frenkel exciton dimer,"{'1': '0.7', '2': '0.4'}",200,['trim'],['runJS0000219trim']
runJS0000220,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",300,['trim'],['runJS0000220trim']
runJS0000221,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",300,['trim'],['runJS0000221trim']
runJS0000222,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",300,['trim'],['runJS0000222trim']
runJS0000223,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",300,['trim'],['runJS0000223trim']
runJS0000224,Frenkel exciton dimer,"{'1': '0.4', '2': '0.4'}",300,['trim'],['runJS0000224trim']
runJS0000225,Frenkel exciton dimer,"{'1': '0.5', '2': '0'}",300,['trim'],['runJS0000225trim']
runJS0000226,Frenkel exciton dimer,"{'1': '0.5', '2': '0.1'}",300,['trim'],['runJS0000226trim']
runJS0000227,Frenkel exciton dimer,"{'1': '0.5', '2': '0.2'}",300,['trim'],['runJS0000227trim']
runJS0000228,Frenkel exciton dimer,"{'1': '0.5', '2': '0.3'}",300,['trim'],['runJS0000228trim']
runJS0000229,Frenkel exciton dimer,"{'1': '0.5', '2': '0.4'}",300,['trim'],['runJS0000229trim']
runJS0000230,Frenkel exciton dimer,"{'1': '0.6', '2': '0'}",300,['trim'],['runJS0000230trim']
runJS0000231,Frenkel exciton dimer,"{'1': '0.6', '2': '0.1'}",300,['trim'],['runJS0000231trim']
runJS0000232,Frenkel exciton dimer,"{'1': '0.6', '2': '0.2'}",300,['trim'],['runJS0000232trim']
runJS0000233,Frenkel exciton dimer,"{'1': '0.6', '2': '0.3'}",300,['trim'],['runJS0000233trim']
runJS0000234,Frenkel exciton dimer,"{'1': '0.6', '2': '0.4'}",300,['trim'],['runJS0000234trim']
runJS0000235,Frenkel exciton dimer,"{'1': '0.7', '2': '0'}",300,['trim'],['runJS0000235trim']
runJS0000236,Frenkel exciton dimer,"{'1': '0.7', '2': '0.1'}",300,['trim'],['runJS0000236trim']
runJS0000237,Frenkel exciton dimer,"{'1': '0.7', '2': '0.2'}",300,['trim'],['runJS0000237trim']
runJS0000238,Frenkel exciton dimer,"{'1': '0.7', '2': '0.3'}",300,['trim'],['runJS0000238trim']
runJS0000239,Frenkel exciton dimer,"{'1': '0.7', '2': '0.4'}",300,['trim'],['runJS0000239trim']
runJS0000240,Frenkel exciton dimer,"{'1': '0.4', '2': '0'}",400,['trim'],['runJS0000240trim']
runJS0000241,Frenkel exciton dimer,"{'1': '0.4', '2': '0.1'}",400,['trim'],['runJS0000241trim']
runJS0000242,Frenkel exciton dimer,"{'1': '0.4', '2': '0.2'}",400,['trim'],['runJS0000242trim']
runJS0000243,Frenkel exciton dimer,"{'1': '0.4', '2': '0.3'}",400,['trim'],['runJS0000243trim']
